businessname,dbaname,address,city,state,zip,descript,dayphn_cleaned,latitude,longitude
Basho Express,,700 Commonwealth,Boston,MA,02215,Eating & Drinking w/ Take Out,6172307017.0,42.34936000014419,-71.10402000155638
Basho Japanese Brasserie,,1310 Boylston,Boston,MA,02215,Eating & Drinking,6178598886.0,42.34411998969149,-71.09841147279276
Basho Japanese Sushi@B.U.(G.S.U.),,775 Commonwealth,Boston,MA,02215,Eating & Drinking w/ Take Out,6172621338.0,42.35074376505768,-71.1090381125807
Basile- Fine Italian Kitchen,,162 Columbus,Boston,MA,02116,Eating & Drinking,6173500007.0,42.34928278478085,-71.07065159338124
Bati Indian Kitchen By Shanti,,80 Causeway,Boston,MA,02114,Eating & Drinking w/ Take Out,,42.36553349531547,-71.06185622592876
BATTERY WHARF HOTEL BOSTON WATERFRONT,,2 Battery,Boston,MA,02109,Eating & Drinking,6179949000.0,42.3673575758229,-71.05032934655416
Battery Wharf Hotel/Grille,,3 Battery,Boston,MA,02109,Eating & Drinking,6179949000.0,42.366845639657626,-71.05133978005192
Bay State,,1 Long,Boston,MA,02110,Eating & Drinking,,42.360005630246626,-71.0512268922267
BBQ Chicken,,178 Harvard,Allston,MA,02134,Eating & Drinking,6179033359.0,42.351160000086686,-71.13119000097443
BBQ Chicken,,62 Boylston,Boston,MA,02116,Eating & Drinking,6174234888.0,42.351989999807685,-71.0643900011212
BBQ Chicken,,636 Beacon,Boston,MA,02215,Eating & Drinking,6172900588.0,42.34951970001024,-71.09523876395653
BBQ Chicken,,649 Centre,Jamaica Plain,MA,02130,Eating & Drinking w/ Take Out,,42.31304999986851,-71.11444000139502
Beachside Cafe,,4 Barnes,East Boston,MA,02128,Eating & Drinking w/ Take Out,,42.3858800004,-71.0068200014125
Beacon - 50th Floor,,800 Boylston,Boston,MA,02199,Eating & Drinking,,42.34729680482496,-71.0814574594804
Beacon Cafe @Univ. of Mass Boston,,100 William T Morrissey,Dorchester,MA,02125,Eating & Drinking,6172875082.0,42.31414630361416,-71.03937232722609
Beacon Hill Books & Cafe,,71 Charles,Boston,MA,02114,Eating & Drinking,,42.35818753099832,-71.07026673348383
BEACON HILL HOTEL & BISTRO,,25 Charles,Boston,MA,02108,Eating & Drinking,6177237575.0,42.356920000193384,-71.06965000095333
Bean & Leaf Cafe,,20 Custom House,Boston,MA,02110,Eating & Drinking w/ Take Out,5089420923.0,42.35813500112829,-71.05305898375381
Bean & Leaf Cafe,,239 Causeway,Boston,MA,02114,Eating & Drinking w/ Take Out,,42.3661099996119,-71.05943000088057
Beantown Pastrami,HSI MCA BOS FB  LLC,300 Terminal,East Boston,MA,02128,Eating & Drinking w/ Take Out,6176346097.0,42.3666199526667,-71.016589349149
Beantown Pastrami,,100 Hanover,Boston,MA,02108,Eating & Drinking w/ Take Out,6179430705.0,42.36222403255521,-71.05753575641967
Beantown Pub/Ziggy's Coffee Bar,,100 Tremont,Boston,MA,02108,Eating & Drinking w/ Take Out,6174260111.0,42.3572325180784,-71.06097932487788
Beard Papa Teazzi,,232 Newbury,Boston,MA,02116,Eating & Drinking w/ Take Out,4017494388.0,42.349649999701306,-71.08147000081819
Becca's Kitchen,,60 Springfield,Roxbury,MA,02118,Eating & Drinking,6175579291.0,42.33565871826707,-71.07444859202572
Beijing Taste,,377 Washington,Brighton,MA,02135,Eating & Drinking w/ Take Out,6179446666.0,42.3492911634072,-71.15428071193661
Bel Ave Pizza,,330 Belgrade,Roslindale,MA,02131,Eating & Drinking w/ Take Out,6173371300.0,42.285901900512954,-71.1451104154195
Bella Vista,,288 Hanover,Boston,MA,02113,Eating & Drinking,,42.36402000031762,-71.0545000011274
Bell In Hand,,45 Union,Boston,MA,02108,Eating & Drinking,6172272098.0,42.36160000006646,-71.05706000169175
Ben Cotto,,357 Hanover,Boston,MA,02113,Eating & Drinking,6173195070.0,42.364660000201646,-71.05337000050613
Benevento's,,111 Salem,Boston,MA,02113,Eating & Drinking,6175937735.0,42.36427000037763,-71.05536000122716
Ben & Jerry's,,174 Newbury,Boston,MA,02116,Eating & Drinking w/ Take Out,6178770252.0,42.350309999344155,-71.07900000129374
Ben & Jerry's,,300 Faneuil Hall Marketplace,Boston,MA,02109,Eating & Drinking w/ Take Out,6175365256.0,42.3605358160807,-71.05485795412649
Ben & Jerry's,,61 Brookline,Boston,MA,02215,Eating & Drinking w/ Take Out,,42.34716364865355,-71.0990811753775
Ben & Jerry's,,77 Seaport,Boston,MA,02210,Eating & Drinking w/ Take Out,6175365456.0,42.35176302239408,-71.04614760894853
BEN & JERRYS,,200 Faneuil Hall Marketplace,Boston,MA,02109,Eating & Drinking w/ Take Out,6175365456.0,42.36019981607993,-71.05479820374326
Ben & Jerry's (Kiosk),,800 Boylston,Boston,MA,02199,Eating & Drinking w/ Take Out,6175365456.0,42.34729680482496,-71.0814574594804
Bennett's Sandwich Shop,,1348 Boylston,Boston,MA,02215,Eating & Drinking w/ Take Out,,42.3438341611621,-71.09937809525667
Bennett's Sandwich Shop,,91 Summer,Boston,MA,02111,Eating & Drinking w/ Take Out,6097246242.0,42.35378125606861,-71.05846822923225
Ben's Fast Food-Kitchen 117,,94 Shirley,Roxbury,MA,02119,Eating & Drinking w/ Take Out,7817867766.0,42.32448468232285,-71.07021644447491
BERKELEY PERK CAFE,,69 Berkeley,Boston,MA,02116,Eating & Drinking w/ Take Out,6174260673.0,42.34677999944301,-71.07061000196138
Berkeley Streat,,200 Berkeley,Boston,MA,02116,Eating & Drinking w/ Take Out,7812720539.0,42.35006051614686,-71.07291903349389
Berklee College of Music,,160 Massachusetts,Boston,MA,02115,Eating & Drinking,6177478112.0,42.34628547921036,-71.08699045030745
Berklee Noodles,,173 Massachusetts,Boston,MA,02115,Eating & Drinking,8573503923.0,42.34589000032701,-71.08739000035698
Berkshire Farms Market,,200 Terminal,East Boston,MA,02128,Eating & Drinking w/ Take Out,,42.36267734543621,-71.01863498065062
Berkshire Farms Market A,,500 Terminal,East Boston,MA,02128,Eating & Drinking w/ Take Out,6175675700.0,42.36990420124479,-71.01943927546833
BERTUCCI'S,,633 V F W,WEST ROXBURY,MA,02132,Eating & Drinking,5083512577.0,,
Bertucci's Pronto,,18 Tremont,Boston,MA,02108,Eating & Drinking w/ Take Out,5089512047.0,42.35881121298423,-71.05962140458601
Best Fried Chicken,,1198 Blue Hill,Mattapan,MA,02126,Eating & Drinking w/ Take Out,6173223035.0,42.2836947395404,-71.09195881907019
Beth Israel Deaconess,,330 Brookline,Boston,MA,02115,Eating & Drinking,0.0,42.33981999990494,-71.10568000065616
Better Bagels,,77 Seaport,Boston,MA,02210,Eating & Drinking w/ Take Out,8575403177.0,42.35176302239408,-71.04614760894853
B. Good,,100 Terminal,East Boston,MA,02128,Eating & Drinking,3052678510.0,42.364539860564015,-71.02181743285618
B. Good Burger,,200 Terminal,East Boston,MA,02128,Eating & Drinking w/ Take Out,7163679342.0,42.36267734543621,-71.01863498065062
B & G OYSTERS LTD.,,550 Tremont,Roxbury,MA,02118,Eating & Drinking,6174230550.0,42.34389499985967,-71.07126300137246
Biddy Earlys,,141 Pearl,Boston,MA,02110,Eating & Drinking,,42.35463999963985,-71.05374000115387
B I DEACONESS/WEST END CAFE,,1 DEACONESS,BOSTON,MA,02215,Eating & Drinking w/ Take Out,6675634.0,42.337813275095414,-71.10907881645676
BIG DADDY HOT DOGS,,10 Whittier,Boston,MA,02114,Eating & Drinking w/ Take Out,6179572755.0,42.36557628889919,-71.06800663370039
BIG DADDY'S PIZZA,,436 Western,Brighton,MA,02135,Eating & Drinking w/ Take Out,6178042907.0,42.36225706380836,-71.14088942045994
Big Night Live,,50 Causeway,Boston,MA,02114,Eating & Drinking,6178965222.0,42.365708404451155,-71.06147827139706
Bijou Night Club,,51 Stuart,Boston,MA,02116,Eating & Drinking,6173574565.0,42.351195281428225,-71.06416158994193
Billares Colombia,,16 Bennington,East Boston,MA,02128,Eating & Drinking,8573139046.0,42.37528999983556,-71.0383000016197
Bill's Bar,,7 Lansdowne,Boston,MA,02215,Eating & Drinking,6175232727.0,42.34733000040735,-71.09499000142233
Billy's Sub Shop,,57 Berkeley,Boston,MA,02116,Eating & Drinking w/ Take Out,6174261822.0,42.34659000009131,-71.07051000119982
BILLY'S TEXAS B.B.Q.,,530 Washington,Dorchester,MA,02124,Eating & Drinking,6172886161.0,42.29298000019877,-71.07162000142249
BILLY TSE RESTAURANT,,240 Commercial,Boston,MA,02109,Eating & Drinking,6172279990.0,42.3638499996038,-71.05146000153806
Birdies Hot Chicken,,245 Washington,Boston,MA,02108,Eating & Drinking w/ Take Out,,42.35792800025809,-71.058184000275
Birds of Paradise,,525 Western,Brighton,MA,02135,Eating & Drinking,6179034298.0,42.36174899392653,-71.1451990845174
Birria Taqueria,,220 Columbia,Dorchester,MA,02121,Eating & Drinking w/ Take Out,6175889599.0,42.307590000432974,-71.0762900005258
Bistro du Midi,,272 Boylston,Boston,MA,02116,Eating & Drinking,6174267878.0,42.351859504409944,-71.06966980460682
Bitez,,914 Morton,Dorchester,MA,02124,Eating & Drinking w/ Take Out,6178206485.0,42.28071999992337,-71.08314000054096
Bittersweet Violet - Lower Level,,32 Cambridge,Charlestown,MA,02129,Eating & Drinking w/ Take Out,6172248610.0,42.383569999309664,-71.0743500017016
Blackbird,,100 Holton,Brighton,MA,02135,Eating & Drinking w/ Take Out,6174829000.0,42.36021804203562,-71.13853514949616
Blackbird Donuts,,1321 Boylston,Boston,MA,02215,Eating & Drinking w/ Take Out,6174829000.0,42.34465384321156,-71.09948485636042
Blackbird Doughnuts,,175 Cambridge,Boston,MA,02114,Eating & Drinking w/ Take Out,6174829000.0,42.36211000033981,-71.06588000116895
Blackbird Doughnuts & Sally's Sandwiches,,460 Tremont,Roxbury,MA,02118,Eating & Drinking w/ Take Out,6177970333.0,42.34596173170839,-71.06909936809753
Black Lamb,571 Tremont LLC,571 Tremont,Roxbury,MA,02118,Eating & Drinking,6174708663.0,42.343678999984945,-71.07262500179121
Blackmoor Bar & Kitchen,,1 Chelsea,Charlestown,MA,02129,Eating & Drinking,6172123580.0,42.371175459805414,-71.061385413516
Black Rose,,160 State,Boston,MA,02109,Eating & Drinking,6177422286.0,42.35944034148056,-71.05379015503046
Black Seed ,,140 Tremont,Boston,MA,02111,Eating & Drinking,,42.3556469648748,-71.06255902232732
Blake's Boston,,280 Friend,Boston,MA,02114,Eating & Drinking,6177205544.0,42.36485999955391,-71.0618500014585
Blank Street,,282 Cambridge,Boston,MA,02114,Eating & Drinking w/ Take Out,,42.36095000016727,-71.06808000071214
Blank Street Coffee,,120 Causeway,Boston,MA,02114,Eating & Drinking w/ Take Out,,42.36594152291014,-71.0610042190779
Blank Street Coffee,,123 Pinckney,Boston,MA,02114,Eating & Drinking w/ Take Out,6178701643.0,42.35887999963487,-71.0705600012321
Blank Street Coffee,,489 Broadway,South Boston,MA,02127,Eating & Drinking w/ Take Out,,42.33527000014623,-71.04531000136562
Blank Street Coffee,,48 Broadway,South Boston,MA,02127,Eating & Drinking w/ Take Out,,42.34244716998184,-71.05596592090768
Blank Street Coffee,,647 Boylston,Boston,MA,02116,Eating & Drinking w/ Take Out,6178701643.0,42.35008000014327,-71.07841000190741
Blasi's Kitchen & Bar,,756 Adams,Dorchester,MA,02122,Eating & Drinking,6178254566.0,42.28373000005681,-71.05536000104914
Blaze Pizza,,1282 Boylston,Boston,MA,02215,Eating & Drinking,6172979585.0,42.344642315185254,-71.09693971440501
Bleacher Bar,,70 Lansdowne,Boston,MA,02215,Eating & Drinking,6172622424.0,42.34700449291704,-71.0983218430101
Blend,,1310 DORCHESTER ,DORCHESTER,MA,02122,Eating & Drinking,6172658846.0,42.30590860127157,-71.05859954629553
Block @ Woods Hill,,300 Pier 4,Boston,MA,02210,Eating & Drinking,,42.35257993268984,-71.0422864103604
Blondie's,,458 Western,Brighton,MA,02135,Eating & Drinking,7815201428.0,42.36195000028167,-71.14221000101047
Blu,,4 Avery,Boston,MA,02111,Eating & Drinking,6173578550.0,42.35307000063928,-71.06292000169024
Blue Bottle Coffee,,163 Newbury,Boston,MA,02116,Eating & Drinking w/ Take Out,,42.35083999962928,-71.07879000040937
Blue Bottle Coffee,,43-61 Pier 4,Boston,MA,02210,Eating & Drinking w/ Take Out,5106533394.0,42.35006670298421,-71.04499889871157
Blue Bottle Coffee,,800 Boylston,Boston,MA,02199,Eating & Drinking,,42.34729680482496,-71.0814574594804
Blue Cross Blue Sheild of Ma. Cafe,,101 Huntington,Boston,MA,02199,Eating & Drinking,6172464658.0,42.346870451465,-71.08065551390263
Blue Hill House of Pizza,,161 Blue Hill,Roxbury,MA,02119,Eating & Drinking w/ Take Out,6174450044.0,42.31930999982412,-71.07795000095842
Blue Mountain Jamaican Restaurant,,1301 Blue Hill,Mattapan,MA,02126,Eating & Drinking w/ Take Out,6175337255.0,42.28003719541882,-71.0932759406305
Blue Nile,,389 Centre,Jamaica Plain,MA,02130,Eating & Drinking,6175226453.0,42.322280000105515,-71.10956000135205
Blue Planet Cafe,,250 Atlantic,Boston,MA,02110,Eating & Drinking,8642482011.0,42.35917915475864,-71.04929798180831
Blue Ribbon Barbecue,,401 Park,Boston,MA,02215,Eating & Drinking w/ Take Out,6172442200.0,42.344449188410294,-71.10287028370084
Blue Ribbon Sushi,,500A Commonwealth,Boston,MA,02215,Eating & Drinking,2122290404.0,42.34849385820243,-71.09580840191721
Blue Sakura,,1103 Commonwealth,Allston,MA,02134,Eating & Drinking,8573612358.0,42.35188855285923,-71.12556841157779
BLUE STAR RESTAURANT,,11 Corinth,Roslindale,MA,02131,Eating & Drinking,6173239638.0,42.28641000004643,-71.13043000025303
Blunch,,59 EAST SPRINGFIELD,BOSTON,MA,02136,Eating & Drinking w/ Take Out,6179057709.0,42.33544118525923,-71.07473013063728
BO9/CO9/Y7,,4 Jersey,Boston,MA,02215,Eating & Drinking w/ Take Out,6175366683.0,42.346768333561606,-71.09864788266272
Boardeaux BOS,,52 High,Boston,MA,02110,Eating & Drinking,8067861885.0,42.35407999972123,-71.05574000106701
Boardwalk Southie,,309 D,South Boston,MA,02127,Eating & Drinking w/ Take Out,6178204758.0,42.3399816069043,-71.04924054411696
Bohemios Restaurant,,30 Bennington,East Boston,MA,02128,Eating & Drinking w/ Take Out,6175617777.0,42.37539077312376,-71.03801867607295
Bokados Restaurant,,1299 River,Hyde Park,MA,02136,Eating & Drinking w/ Take Out,8572723108.0,42.25586999976688,-71.12493000122488
Boloco,,48 Congress,Boston,MA,02109,Eating & Drinking w/ Take Out,6172662200.0,42.35797999970352,-71.05599000170561
BON,,22 Beacon,Boston,MA,02108,Eating & Drinking w/ Take Out,6035607406.0,42.357706329509405,-71.06289997015627
Bon Appetit Creperie,,100 Hanover,Boston,MA,02108,Eating & Drinking w/ Take Out,6179734909.0,42.36222403255521,-71.05753575641967
BON APPETIT RESTAURANT,,1138 Blue Hill,Dorchester,MA,02124,Eating & Drinking w/ Take Out,6178255544.0,42.285380246137045,-71.0907574295885
Bonchon Allston,,101 Brighton,Allston,MA,02134,Eating & Drinking,6172548888.0,42.35308144420537,-71.13062406224189
Boneyard Wings,,94 Shirley,Roxbury,MA,02119,Eating & Drinking w/ Take Out,5089349075.0,42.32448468232285,-71.07021644447491
Bon Me,,100 Hanover,Boston,MA,02108,Eating & Drinking w/ Take Out,6174707545.0,42.36222403255521,-71.05753575641967
Bon Me,,441 Stuart,Boston,MA,02116,Eating & Drinking,6175100924.0,42.34862399997401,-71.07597200092839
Bon Me @ BPM,,300 Terminal,East Boston,MA,02128,Eating & Drinking w/ Take Out,6176346097.0,42.3666199526667,-71.016589349149
Bon Me Restaurant,,313 Congress,Boston,MA,02210,Eating & Drinking w/ Take Out,6179421656.0,42.3511099996848,-71.05020000157565
Bonne Chance Cafe,,77 Canal,Boston,MA,02114,Eating & Drinking,6177423115.0,42.36419693089706,-71.05952119324435
Bono Restaurant and Catering,,271 Meridian,East Boston,MA,02128,Eating & Drinking,7818539424.0,42.376300095164574,-71.03895947942247
Bootleg Special,,400 Tremont,Roxbury,MA,02118,Eating & Drinking,6179016671.0,42.34718676007447,-71.0684467751246
Boqueria,,25 Thomson,Boston,MA,02210,Eating & Drinking,9173302070.0,42.35091422088697,-71.04740595226723
Borrachito/The Garret Boston,,131 Seaport,Boston,MA,02210,Eating & Drinking,2036448668.0,42.35036232084565,-71.0437154967088
BOS' Sichuan Taste,,204 Harvard,Allston,MA,02134,Eating & Drinking,6175667344.0,42.34995804099909,-71.130478823487
Boston Ale House,,1885 Centre,West Roxbury,MA,02132,Eating & Drinking,,42.28594999994984,-71.15582000180187
BOSTON BACK BAY HILTON,,40 Dalton,Boston,MA,02115,Eating & Drinking,6172361100.0,42.34644999986885,-71.08526000198337
Boston Back Bay Hilton-Employee Cafeteria,,40 Dalton,Boston,MA,02115,Eating & Drinking,6172361100.0,42.34644999986885,-71.08526000198337
Boston Back Bay Hilton-Lobby Bar,,40 Dalton,Boston,MA,02115,Eating & Drinking,6172361100.0,42.34644999986885,-71.08526000198337
Boston Bowl,,820 WM T MORRISSEY ,DORCHESTER,MA,02122,Eating & Drinking,6172879100.0,42.29386873223488,-71.04626812553744
Boston Burger,,1100 Boylston,Boston,MA,02115,Eating & Drinking,6175158752.0,42.34684200023096,-71.0885060011098
Boston Celtics Practice Facility Dining,,38 Guest,Brighton,MA,02135,Eating & Drinking,6175236050.0,42.35756014859927,-71.14583509488197
Boston Chowda Co.,,300 FANEUIL HALL MARKET,BOSTON,MA,02109,Eating & Drinking w/ Take Out,6177424441.0,,
Boston College Dining Services-Room 146,,2599 Beacon,Brighton,MA,02135,Eating & Drinking w/ Take Out,6175523307.0,42.335016473004146,-71.16748306815339
BOSTON COLLEGE WALSH HALL,,150 ST THOMAS MOORE,Brighton,MA,02135,Eating & Drinking,6175523181.0,,
Boston Doner,,50 Causeway,Boston,MA,02114,Eating & Drinking w/ Take Out,6175233000.0,42.365708404451155,-71.06147827139706
Boston Elite,,60 Rowes Wharf,Downtown/Financial District,MA,02110,Eating & Drinking,,,
Boston Fried Chicken,,105 Bowdoin,Dorchester,MA,02121,Eating & Drinking,,42.29956999955053,-71.073670001219
Boston Fried Chicken,,998 Blue Hill,Dorchester,MA,02124,Eating & Drinking,6174360077.0,42.28986962680147,-71.08931764496425
Boston Halal,,200 Faneuil Hall Market,Boston,MA,02109,Eating & Drinking w/ Take Out,2692670304.0,,
Boston Halal,,961 Commonwealth,Boston,MA,02215,Eating & Drinking,,42.35192000065102,-71.11908000158532
Boston Harbor Distillery,,12R Ericsson,Dorchester,MA,02122,Eating & Drinking,7817101720.0,42.29210943590922,-71.04103703608837
Boston Harbor Distillery,,500 Terminal E,East Boston,MA,02128,Eating & Drinking,7818088354.0,42.36990418192237,-71.01944758008003
Boston Harbor Hotel,,70 Rowes,Boston,MA,02110,Eating & Drinking,6178567750.0,42.35590681494772,-71.05016516789601
Boston Harbor Hotel Wharf Room,,40 Rowes,Boston,MA,02110,Eating & Drinking,6174397000.0,42.35670279282923,-71.04964426376783
Boston House of Pizza/Lunch Box,,940 AMER LEGION ,ROSLINDALE,MA,02131,Eating & Drinking w/ Take Out,6173231010.0,42.27447225534926,-71.1151710938415
Bostonia Public House,,131 State,Boston,MA,02109,Eating & Drinking,8572103912.0,42.359160017743285,-71.05429182337163
Boston Kitchen Pizza,,707 Washington,Boston,MA,02116,Eating & Drinking w/ Take Out,6174709899.0,42.351069999462545,-71.06308000115047
Boston Living Center,,29 Stanhope,Boston,MA,02116,Eating & Drinking,6172361012.0,42.34857915465181,-71.07304001261292
Boston Lodge of Elks #10,,1 Morrell,West Roxbury,MA,02132,Eating & Drinking,6173271618.0,42.27365999998895,-71.16930000070643
BOSTON & MAINE FISH CO.,,200 Faneuil Hall Market,Boston,MA,02109,Eating & Drinking w/ Take Out,6175902205.0,,
Boston Marriott Longwharf,,296 State,Boston,MA,02110,Eating & Drinking,6172270800.0,42.36021436884478,-71.05067647432195
Boston Marriott Long Wharf - FS,,296 State,Boston,MA,02110,Eating & Drinking,6172270800.0,42.36021436884478,-71.05067647432195
Boston Medical Center,,830 Harrison,Roxbury,MA,02118,Eating & Drinking w/ Take Out,6176388000.0,42.335273295982056,-71.07295859617686
Boston Medical Center Brighton,,736 Cambridge,Brighton,MA,02135,Eating & Drinking,6177893000.0,42.349573893304694,-71.14797912905065
Boston Medical Center (Shapiro Bldg.),,830 Harrison,Roxbury,MA,02118,Eating & Drinking,6174147003.0,42.335273295982056,-71.07295859617686
Boston News Cafe,,260 Franklin,Boston,MA,02110,Eating & Drinking w/ Take Out,6173067954.0,42.3569300000236,-71.05399000102841
Boston News Cafe,,28 State,Boston,MA,02108,Eating & Drinking,6173067954.0,42.35932999971309,-71.05745000104514
Boston News Cafe (90 Arch St.),,90 Arch,Boston,MA,02110,Eating & Drinking w/ Take Out,6173067954.0,42.35473242176599,-71.05836826232482
Boston Opera House,,539 Washington,Boston,MA,02111,Eating & Drinking w/ Take Out,6172610065.0,42.35398643923792,-71.06234657586843
Boston Park Plaza Employee Cafeteria(3rdFl),,50 Park,Boston,MA,02116,Eating & Drinking,6174262000.0,42.35125131844425,-71.06937509151477
Boston Park Plaza (Main Kitchen/Room Serv.),,50 Park,Boston,MA,02116,Eating & Drinking,6174262000.0,42.35125131844425,-71.06937509151477
Boston Pizza & Grill,,533 Columbia,Dorchester,MA,02125,Eating & Drinking w/ Take Out,6172166302.0,42.315880605153886,-71.06602147549674
Boston Restaurant Bar & Grill,,1251 River,Hyde Park,MA,02136,Eating & Drinking,6174209044.0,42.25605000016752,-71.1234500006784
BOSTON SAIL LOFT,,80 Atlantic,Boston,MA,02110,Eating & Drinking,6172277280.0,42.362520009993915,-71.050720712223
Boston Shawarma,,315 Huntington,Boston,MA,02115,Eating & Drinking,6176700460.0,,
Boston Soup Dumplings,,113 Brighton,Allston,MA,02134,Eating & Drinking,6172023868.0,42.353020000151425,-71.1305200014605
Boston Sweet Cravings,,1 Faneuil Hall,Boston,MA,02109,Eating & Drinking w/ Take Out,6176991518.0,42.36003829309836,-71.05622870119964
Boston Symphony Orchestra,,301 MASSACHUSETTS ,BOSTON,MA,02115,Eating & Drinking w/ Take Out,6176389241.0,42.34283538473705,-71.08568864918958
Boston Tasty Chicken,,1251 River,Hyde Park,MA,02136,Eating & Drinking w/ Take Out,6173610709.0,42.25605000016752,-71.1234500006784
